Species	Lineage.final	Lineage.final.old	Domain
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_33_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_35_13	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_36_29	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_37_13	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_37_45	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_38_15	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_41_150	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_41_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_41_52	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_42_19	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_42_24	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_40_11	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_37_29	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_40_64	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_40_77	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_42_19	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_44_22b	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_33_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_33_24	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_36_10b	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_36_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_37_25	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_37_49	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_39_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_39_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_40_15	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_40_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_21	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_220	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_52	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_41_52b	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_42_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_42_20	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_43_15	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_46_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_40_28	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_36_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_40_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_40_67	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_41_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_24	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_44_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_40_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_37_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_40_42	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_41_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_44_11	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_46_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYA1_FULL_35_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYA1_FULL_42_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYA2_FULL_35_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYA2_FULL_42_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_36_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_39_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_43_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYC1_FULL_43_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYC2_FULL_36_19	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYC2_FULL_36_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYC2_FULL_43_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYD1_FULL_36_19	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYD1_FULL_39_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYD1_FULL_42_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYD2_FULL_35_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Nomurabacteria bacterium RIFOXYD2_FULL_42_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium CG1_02_43_31	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium CG2_30_36_39	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium GW2011_GWA1_46_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium GW2011_GWB1_47_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium GW2011_GWF1_36_5	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium GW2011_GWF2_38_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFCSPHIGHO2_01_FULL_46_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFCSPHIGHO2_01_FULL_46_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFCSPHIGHO2_02_FULL_46_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFCSPLOWO2_01_FULL_47_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFOXYA1_FULL_38_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFOXYB1_FULL_39_46	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFOXYB1_FULL_44_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFOXYC1_FULL_39_21	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Pacebacteria bacterium RIFOXYD1_FULL_39_27	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium CG1_02_41_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium CG1_02_54_53	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium CG2_30_44_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_38_36	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_43_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_47_7	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWA2_54_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWE2_39_6	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWF2_33_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWF2_38_29	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_39_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_48_20	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_39_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_48_14	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYA12_FULL_33_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_33_21	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_33_7	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_41_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYB12_FULL_41_12	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_32_7	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_33_20	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_41_88	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYC2_FULL_33_13	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peregrinibacteria bacterium RIFOXYC2_FULL_41_22	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacter riflensis	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium GW2011_GWB1_54_5	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium GW2011_GWC2_54_8	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_49_38	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_35	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_9	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_54_22	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_55_13	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_49_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_51_15	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_52_16	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_53_20	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_55_24	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_12_FULL_54_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPHIGHO2_12_FULL_55_11	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPLOWO2_01_FULL_51_18	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
Candidatus Peribacteria bacterium RIFCSPLOWO2_01_FULL_53_10	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria
