GenContext.orig	n
<-SIG+TM+Toast-rack*<-?<-?<-?<-?||?-><-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-tRNA<-rRNA<-rRNA<-tRNA<-tRNA<-rRNA<-rRNA<-?<-?<-?<-?<-LiaI-LiaF-TM+TM+Toast-rack*<-?<-?<-?<-?<-Amidase<-Glu-tRNAGln	1
<-SIG+TM<-?<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	1
<-SIG+TM<-?<-?<-Cluster301_2clades||SIG+TPR-><-Cluster154_3clades<-TM<-SIG+TM+TM+TM+TM+TM*<-TPR<-Cluster172_2clades<-FHA+TM	1
<-SIG+TM<-?<-SIG+TM+TM+TM+TM+TM*	1
<-SIG+TM<-PspC+TM+TM+TM+TM+Toast-rack*||PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->?->?->?->?->REC+LYTTR->	1
<-SIG+TM<-PspC+TM+TM+TM+TM+Toast-rack*||PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->REC+LYTTR->?-><-MFS_1+TM	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-?<-TM+TM+TM+TM<-?<-?<-SFII-RAD3<-REC<-REC	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM||?-><-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM||?-><-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase<-SIG+TarH+TM+HAMP+MA	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-?<-?<-SFII-RAD3<-REC	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-?<-?<-TM+OmpA<-SIG+TM+TM<-Cluster366_2clades<-Cluster485_2clades	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SFII-RAD3<-REC	1
<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SFII-RAD3<-REC<-REC	1
<-SIG+TM<-SIG+TM+TM+TM<-?<-?<-?<-NACHT<-Cluster49_2clades<-SIG+TM+TM+TM+TM+TM*	1
<-SIG+TM<-SIG+TM+TM+TM<-Cluster24_2clades<-?||?-><-NACHT<-Cluster49_2clades<-SIG+TM+TM+TM+TM+TM*<-PYRIN<-Cluster27_3clades<-AraC-HTH	1
<-SIG+TM<-SIG+TM+TM+TM<-Cluster24_2clades<-?<-?<-Cluster59_2clades<-NACHT<-SIG+TM+TM+TM+TM+TM*<-PYRIN<-Cluster27_3clades<-AraC-HTH	1
<-SIG+TM<-SIG+TM+TM+TM<-Cluster24_2clades<-?<-?<-NACHT<-Cluster49_2clades<-SIG+TM+TM+TM+TM+TM*<-?<-PYRIN<-Cluster27_3clades	1
<-SIG+TM<-SIG+TM+TM+TM<-Cluster24_2clades<-?<-Cluster59_2clades<-NACHT<-Cluster49_2clades<-SIG+TM+TM+TM+TM+TM*<-PYRIN<-Cluster27_3clades<-AraC-HTH||?-><-?<-?<-?<-?<-?<-?<-?<-?<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-CheC<-CheC	1
<-SIG+TM<-SIG+TM+TM+TM<-Cluster24_2clades<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	1
<-SIG+TM<-SIG+TM+TM<-Cluster51_2clades<-PspA*<-DUF2170	1
<-SIG+TM<-SIG+TM+TM<-PspA*<-Cluster134_5clades	1
<-SIG+Toast-rack*||?->?->?->?->REC+LYTTR-><-?<-SIGMA-HTH	1
<-SIG+Toast-rack*||?->?->?->REC+NtrC-AAA+FIS-HTH->	1
<-SIG+Toast-rack*||?->?-><-?<-?<-PspC+TM+TM	1
<-SIG+Toast-rack*||?->?-><-?<-Peptidase_M32	1
<-SIG+Toast-rack*||?->?-><-?<-TM+Rhomboid	1
<-SIG+Toast-rack*||?->?-><-SIG+PADR-HTH	1
<-SIG+Toast-rack*||?-><-?<-?||?->?-><-Rhodanese	1
<-SIG+Toast-rack*||?-><-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-?<-?<-DUF4870	1
<-SIG+Toast-rack*||?-><-?<-SIG+TM+HAMP+HISKIN	1
<-SIG+Toast-rack*||?-><-SIG+PADR-HTH	1
<-SIG+Toast-rack*||?-><-SIG+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	1
<-SIG+Toast-rack*||Cluster539_2clades-><-?<-?||?->Glyco_hydro_36N+Melibiase+Glyco_hydro_36C->	1
<-SIG+Toast-rack*||Cluster539_2clades-><-YTCD-HTH	1
<-SIG+Toast-rack*||SIG+Peptidase_M3-><-Fapy_DNA_glyco+H2TH+zf-FPG_IleRS	1
<-SIG+Toast-rack*||UvrD-helicase+UvrD_C-><-?||?->ABC-ATPase->?->SIG+TM+TM+TM+ABC-ATPase->	1
<-SIG+Toast-rack*<-?||?->?->?-><-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like	1
<-SIG+Toast-rack*<-?||?-><-?<-tRNA_m1G_MT	1
<-SIG+Toast-rack*<-?||?-><-CarD_CdnL_TRCF	1
<-SIG+Toast-rack*<-?||?-><-CSD	1
<-SIG+Toast-rack*<-?<-?||?->?->SIG+Na_Ala_symp->	1
<-SIG+Toast-rack*<-?<-?<-?||?->?-><-?<-His_biosynth	1
<-SIG+Toast-rack*<-?<-?<-?||ABC-ATPase->?->SIG+Toast-rack*-><-?<-REC+LYTTR	1
<-SIG+Toast-rack*<-?<-?<-?<-?<-TM+SSF+TM+TM<-LACI-HTH+PBPI	1
<-SIG+Toast-rack*<-?<-?<-?<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	1
<-SIG+Toast-rack*<-?<-?<-?<-SIGMA-HTH	1
<-SIG+Toast-rack*<-?<-?<-CSD	1
<-SIG+Toast-rack*<-?<-?<-DUF2892<-Rubrerythrin	1
<-SIG+Toast-rack*<-?<-?<-DUF308+TM+TM+TM	1
<-SIG+Toast-rack*<-?<-?<-GNTR-HTH<-?<-?<-ABC-ATPase	1
<-SIG+Toast-rack*<-?<-?<-PCRF+RF-1<-DUF1385<-Ribosomal_L31	1
<-SIG+Toast-rack*<-?<-?<-Ribosomal_S15||SIG+BLBD->	1
<-SIG+Toast-rack*<-?<-?<-SIG+TM+TM+TM||?-><-Phage_holin_4_2	1
<-SIG+Toast-rack*<-?<-?<-SIGMA-HTH	1
<-SIG+Toast-rack*<-?<-?<-UDG	1
<-SIG+Toast-rack*<-?<-ABC-ATPase<-GNTR-HTH<-SIG+Toast-rack*	1
<-SIG+Toast-rack*<-?<-AraC_binding+HTH_18||?->PQ-loop+TM->	1
<-SIG+Toast-rack*<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-?<-DUF4870	1
<-SIG+Toast-rack*<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-DUF4870	1
<-SIG+Toast-rack*<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack<-SIG+PADR-HTH<-DUF4870	1
<-SIG+Toast-rack*<-?<-ENOYCOADEHYD	1
<-SIG+Toast-rack*<-?<-HI0933_like<-CSD<-?<-Amidase	1
<-SIG+Toast-rack*<-?<-MFS_1+TM	1
<-SIG+Toast-rack*<-?<-MFS_1+TM||?->?-><-?<-REC+LYTTR	1
<-SIG+Toast-rack*<-?<-NUDIX<-AMP_N+Peptidase_M24	1
<-SIG+Toast-rack*<-?<-Penicillinase_R	1
<-SIG+Toast-rack*<-?<-PseudoU_synth_1+PseudoU_synth_1<-CbiQ<-ABC-ATPase<-ABC-ATPase	1
<-SIG+Toast-rack*<-?<-PspC+TM+TM<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	1
<-SIG+Toast-rack*<-?<-SIG+Peptidase_S15+PepX_C	1
<-SIG+Toast-rack*<-?<-SIG+TM+HAMP+HISKIN	1
<-SIG+Toast-rack*<-?<-SIG+Toast-rack*<-?<-SIGMA-HTH	1
<-SIG+Toast-rack*<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-SIG+Toast-rack*	1
<-SIG+Toast-rack*<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack<-SIG+PADR-HTH<-SIG+Toast-rack*	1
<-SIG+Toast-rack*<-?<-SIGMA-HTH||?->?-><-?<-Pribosyltran	1
<-SIG+Toast-rack*<-?<-SIGMA-HTH||?-><-Ribosomal_L9_N+Ribosomal_L9_C<-SIG+Ribosomal_S18<-?<-SIG+TM+HAMP+HISKIN	1
<-SIG+Toast-rack*<-ABC-ATPase+ABC-ATPase	1
<-SIG+Toast-rack*<-ABC-ATPase<-MacB_PCD+FtsX<-MacB_PCD+FtsX	1
<-SIG+Toast-rack*<-Abhydrolase_2<-?||YTCD-HTH->	1
<-SIG+Toast-rack*<-adh_short||?->?->?-><-?||?->RecR+Toprim_4->	1
<-SIG+Toast-rack*<-Aldose_epim	1
<-SIG+Toast-rack*<-Cluster1581_2clades	1
<-SIG+Toast-rack*<-COX1+TM	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH||?->?-><-MODE-HTH+PBPII	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-DUF4870||?->AIM24->	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM+TM	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-?<-SIG+PADR-HTH||?-><-?<-Peptidase_M20	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like<-SIG+TM+TM+Toast-rack*	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH||?->?-><-MarR	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH||SIG+Abhydrolase_1->	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH<-?<-ETF+ETF_alpha<-ETF<-?<-ETF+ETF_alpha	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH<-Acetate_kinase<-Aldedh	1
<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH<-tRNA<-?<-?<-?<-WhiA_N+LAGLIDADG_WhiA+HTH_WhiA	1
<-SIG+Toast-rack*<-ENOYCOADEHYD	1
<-SIG+Toast-rack*<-GNTR-HTH<-?<-ABC-ATPase<-ADH_N+ADH_zinc_N	1
<-SIG+Toast-rack*<-His_biosynth||DUF488->	1
<-SIG+Toast-rack*<-LiaI-LiaF-TM<-BBOX+TM+TM+LiaI-LiaF-TM	1
<-SIG+Toast-rack*<-LiaI-LiaF-TM<-BBOX+TM+TM+LiaI-LiaF-TM<-zf-HC2+TM<-SIGMA-HTH	1
<-SIG+Toast-rack*<-MacB_PCD+FtsX+TM+MacB_PCD+FtsX	1
<-SIG+Toast-rack*<-Penicillinase_R	1
<-SIG+Toast-rack*<-PSE<-PSE<-SIGMA-HTH<-DcuC	1
<-SIG+Toast-rack*<-PSE<-SIGMA-HTH	1
<-SIG+Toast-rack*<-PspA<-LiaI-LiaF-TM	1
<-SIG+Toast-rack*<-PspC+TM+TM<-PCMT	1
<-SIG+Toast-rack*<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like||?->Aldo_ket_red->	1
<-SIG+Toast-rack*<-SIG+Aminotran_1_2	1
<-SIG+Toast-rack*<-SIG+Bactofilin+TM+TM+TM+TM+TM	1
<-SIG+Toast-rack*<-SIG+Beta-lactamase	1
<-SIG+Toast-rack*<-SIG+BLBD	1
<-SIG+Toast-rack*<-SIG+OmpA-beta-barrel||S-AdoMet_synt_N+S-AdoMet_synt_M+S-AdoMet_synt_C->	1
<-SIG+Toast-rack*<-SIG+OmpA-beta-barrel<-DNA_pol3_beta+DNA_pol3_beta_2+DNA_pol3_beta_3<-?<-?<-?<-?<-SAM_adeno_trans	1
<-SIG+Toast-rack*<-SIG+OmpA<-?<-SIG+DUF4384	1
<-SIG+Toast-rack*<-SIG+Peptidase_S9_N+Peptidase_S9	1
<-SIG+Toast-rack*<-SIG+TM+HAMP+HISKIN	1
<-SIG+Toast-rack*<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase	1
<-SIG+Toast-rack*<-SIG+Toast-rack*||?->HI0933_like->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*||GreA_GreB_N+GreA_GreB->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*||GreA_GreB_N+GreA_GreB->?->HI0933_like->?->ADH_N+ADH_zinc_N->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-?<-PspA||REC+NtrC-AAA+FIS-HTH->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-?<-SIGMA-HTH	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH||GreA_GreB_N+GreA_GreB->?->HI0933_like->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*<-SIG+PADR-HTH<-DUF4870	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack<-SIG+PADR-HTH	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack<-SIG+PADR-HTH<-?<-?<-DUF4870	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack<-SIG+PADR-HTH<-DUF4870	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*||?-><-?<-SIGMA-HTH<-ABC-ATPase	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*||Pyridox_ox_2->	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH<-SIG+Toast-rack*<-SIG+Toast-rack*<-PSE<-SIGMA-HTH	1
<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH<-SIG+Toast-rack*<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	1
<-SIG+Toast-rack*<-SIGMA-HTH	1
<-SIG+Toast-rack*<-TM+Toast-rack*	1
<-SIG+Toast-rack*<-YbjQ_1	1
<-SIG+Toast-rack*<-YbjQ_1<-SIG+RhoN+RhoN+RNASEII+S1	1
<-SIG+Toast-rack*<-ZnF+TM+HEAT_2<-SIGMA-HTH	1
<-SIG+Toast-rack+TM*||AraC-HTH+AraC-HTH-><-?<-ADH_N+ADH_zinc_N	1
<-SIG+Toast-rack+TM*||Toast-rack*->Toast-rack*->	1
<-SIG+Toast-rack+TM*<-?<-SIG+Toast-rack+TM*	1
<-SIG+Toast-rack+TM*<-Toast-rack+TM*<-SIG+Toast-rack+TM*||Toast-rack+TM*->	1
<-SIG+Toast-rack+Toast-rack*<-?<-SIGMA-HTH	1
<-SIG+Toast-rack+Toast-rack*<-?<-SIGMA-HTH||Aldose_epim->?->BACTERIALFRINGE+TM+TM->	1
<-SIG+Toast-rack+Toast-rack+Toast-rack+CASPASE*	1
<-SIG+Toast-rack+Toast-rack+Toast-rack+VWA+CASPASE*	1
<-SIG+Toast-rack<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	1
<-SIG+Toast-rack<-?<-DUF1700-alpha-helical+TM+TM+TM*<-DUF1700-alpha-helical+Toast-rack*<-PADR-HTH	1
<-SIG+Toast-rack<-?<-PspC*<-DUF1700-alpha-helical+TM+TM+TM+TM<-PADR-HTH	1
<-SIG+Toast-rack<-?<-PspC<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH||?->?-><-MODE-HTH+PBPII	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM*<-REC+LuxR-HTH	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-DUF1700-alpha-helical*<-PADR-HTH	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH<-?||?->?-><-?<-Cluster274_2clades	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH<-?<-Cluster47_3clades	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH<-Cluster311_2clades<-SIG+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-Cluster323_2clades	1
<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM+TM+TM*<-PADR-HTH	1
<-SIG+Toast-rack<-PspA*	1
<-SIG+Toast-rack<-PspC*	1
<-SIG+Toast-rack<-PspC*<-?<-PspA||NtrC-AAA+FIS-HTH-><-PspC*<-PspA	1
<-SIG+Toast-rack<-PspC+LiaI-LiaF-TM*	1
<-SIG+Toast-rack<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-SIG+Toast-rack<-?<-PspA||NtrC-AAA+FIS-HTH->	1
<-SIG+Toast-rack<-PspC<-?<-PspA*||NtrC-AAA+FIS-HTH-><-?<-PspA*	1
<-SIG+Toast-rack<-SIG+Toast-rack<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	1
<-SIG+Toast-rack<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH<-DUF1700-alpha-helical+Toast-rack*	1
<-SIG+Tox-TGase<-?<-SIG+TM<-?<-PspC*	1
<-SIG+TPR+EP1+EP1*	1
<-SIG+TPR<-SIG+TM+TM+TM+TM+TM*	1
<-SIG+VirB11+EP1+EP1*	1
<-SIG+VirB5+NLPC*<-REC+LuxR-HTH<-?<-?<-SbcC+SbcC<-?<-NAD_kinase	1
<-SIG+VWA<-MoxR-AAA<-SIG+TM+TM+Snf7*	1
<-SIG+WW+EP1+EP1*	1
<-SIG+WW+WW+EP1+EP1+EP1+EP1*	1
<-SIGMA-HTH||CR-ATPase7->SIG+TM+TM+TM+TM+TM*->FHA->NACHT-><-?||?->?->Cluster63_2clades->SIG+TM+TM+TM->	1
<-SIGMA-HTH||REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*->	1
<-SIGMA-HTH+PspA*||ncRNA-><-EP1	1
<-SIGMA-HTH+PspA*||ncRNA-><-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*||ncRNA->ncRNA->ncRNA-><-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA*||ncRNA->ncRNA->SIGMA-HTH+PspA*->	1
<-SIGMA-HTH+PspA*<-?||?->?->SidE+PspA+EP1*->	1
<-SIGMA-HTH+PspA*<-?<-EP1+PspA+MA+EP1+EP1*<-?<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA*<-ncRNA<-ncRNA||ncRNA-><-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA*<-ORC-AAA	1
<-SIGMA-HTH+PspA*<-ORC-AAA||ORC-AAA->SIGMA-HTH+PspA*->	1
<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*||ncRNA-><-SIGMA-HTH+PspA<-SIGMA-HTH+PspA*||ncRNA->ncRNA->ncRNA->ncRNA-><-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*||ncRNA-><-SIGMA-HTH+PspA||ncRNA-><-SIGMA-HTH+PspA<-ncRNA<-SIGMA-HTH+PspA||ncRNA-><-SIGMA-HTH+PspA||ncRNA->ncRNA-><-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA||ncRNA->ncRNA-><-SIGMA-HTH+PspA<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA*<-SIGMA-HTH+PspA<-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA<-ncRNA<-ncRNA<-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+PspA<-SIGMA-HTH+PspA*	1
<-SIGMA-HTH+SPX*	1
<-SIGMA-HTH<-?<-?<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC	1
<-SIGMA-HTH<-?<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM	1
<-SIGMA-HTH<-?<-CheD<-CheC<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	1
<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	1
<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-?<-SIG+TM+TM+TM	1
<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-CheC	1
<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-CheC<-CheC	1
<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC<-CheC	1
<-SIGMA-HTH<-?<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM||?-><-SIG+TM<-TM<-TM+OmpA	1
<-SIGMA-HTH<-?<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-TM<-TM+OmpA<-SIG+TM+TM	1
<-SIGMA-HTH<-?<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	1
<-SIGMA-HTH<-?<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC	1
<-SIGMA-HTH<-Aminotran_1_2<-ADH_N+ADH_zinc_N<-?<-PhyH<-DUF1707-SHOCT-bihelical+Toast-rack*<-REC+LYTTR	1
<-SIGMA-HTH<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-?<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-REC<-CheW	1
<-SIGMA-HTH<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-REC<-CheW	1
<-SIGMA-HTH<-LiaI-LiaF-TM+Toast-rack*	1
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-?<-?<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM	1
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-?<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC	1
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM||Thymidylate-synthase->Cluster372_2clades->	1
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC<-TM	1
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	1
<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-TM<-TM+OmpA<-SIG+TM+TM	1
<-SIGMA-HTH<-PspC*	1
<-SIGMA-HTH<-SIG+TM<-SIG+TM+TM+TM+TM+TM*||?-><-TM+TM+TM+TM<-SFII-RAD3<-REC<-SIG+TarH+TM+HAMP+MA<-REC<-CheRN-Alpha+CheR-Methylase	1
<-SIGMA-HTH<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase<-SIG+TarH+TM+HAMP+MA<-SIG+TarH+TM+HAMP+MA	1
<-SIGMA-HTH<-SIG+ZNR+PspC*	1
<-Sigma70_r1_2+Sigma70_r2+Sigma70_r3+Sigma70_r4<-?<-?<-?<-?<-SIG+Aminotran_1_2<-?<-Toast-rack*<-BACTERIALFRINGE+TM+TM	1
<-Sipho_tail<-PspA+TM+TM*	1
<-SMC_ScpA<-?<-Cluster75_2clades<-SbcC+Snf7+SbcC*	1
